RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.039;10000;1014;10000;1014;0;0;CORRECT SAMPLES_AFTER
0.029;10000;1016;10000;1016;0;0;CORRECT SAMPLES_AFTER
0.026;10000;1310;10000;1310;0;0;SAMPLES SAMPLES_AFTER
