RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.026;10100;645;10000;645;100;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
0.033;11000;624;10000;624;1000;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
