RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.042;20000;2155;20000;2155;0;0;CORRECT SAMPLES_AFTER
0.041;20002;2128;20000;2128;2;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
0.042;20002;2102;20000;2102;2;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
0.043;20002;2123;20000;2123;2;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
0.042;20000;2200;20000;2200;0;0;CORRECT SAMPLES_AFTER
