RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.084;40000;0;40000;0;0;0;CORRECT SAMPLES_AFTER
0.083;40000;0;40000;0;0;0;CORRECT SAMPLES_AFTER
0.004;1000;0;1000;0;0;0;CORRECT SAMPLES_AFTER
