RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.022;10000;6;10000;6;0;0;CORRECT SAMPLES_AFTER
0.024;10000;1667;10000;1667;0;0;CORRECT SAMPLES_AFTER
