RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.024;10000;1422;10000;1422;0;0;CORRECT SAMPLES_AFTER
0.207;100000;18076;100000;18076;0;0;CORRECT SAMPLES_AFTER
0.002;100000;0;100000;0;0;0;SAMPLES SAMPLES_AFTER
