RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.0;10;0;10;0;0;0;SAMPLES SAMPLES_AFTER
0.013;10000;83;10000;83;0;0;CORRECT SAMPLES_AFTER
