RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.084;10000;11;10000;11;0;0;SAMPLES SAMPLES_AFTER
0.081;10000;6171;10000;6171;0;0;SAMPLES SAMPLES_AFTER
0.094;10000;18;10000;18;0;0;SAMPLES SAMPLES_AFTER
