RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.083;10000;4086;10000;4086;0;0;SAMPLES SAMPLES_AFTER
0.086;10000;5271;10000;5271;0;0;SAMPLES SAMPLES_AFTER
0.091;10000;5237;10000;5237;0;0;SAMPLES SAMPLES_AFTER
1.044;100000;55972;100000;53644;0;2328;SAMPLES SAMPLES_BEFORE SAMPLES_AFTER
