RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.083;10000;21;10000;21;0;0;SAMPLES SAMPLES_AFTER
0.09;10000;11;10000;11;0;0;SAMPLES SAMPLES_AFTER
0.095;10000;15;10000;15;0;0;SAMPLES SAMPLES_AFTER
0.101;10000;4504;10000;4504;0;0;SAMPLES SAMPLES_AFTER
