RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.08;10000;14;10000;14;0;0;SAMPLES SAMPLES_AFTER
0.094;10000;4985;10000;4985;0;0;SAMPLES SAMPLES_AFTER
0.12;10000;9;10000;9;0;0;SAMPLES SAMPLES_AFTER
