RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.003;10;21;10;0;0;21;SAMPLES SAMPLES_BEFORE SAMPLES_AFTER
0.003;100;114;100;0;0;114;SAMPLES SAMPLES_BEFORE SAMPLES_AFTER
0.002;100;127;100;0;0;127;SAMPLES SAMPLES_BEFORE SAMPLES_AFTER
