RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.083;10000;13;10000;13;0;0;SAMPLES SAMPLES_AFTER
0.096;10000;4806;10000;4806;0;0;SAMPLES SAMPLES_AFTER
0.095;10000;13;10000;13;0;0;SAMPLES SAMPLES_AFTER
0.088;10000;34;10000;34;0;0;SAMPLES SAMPLES_AFTER
