RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
5.512;4194303;99276;4194303;99276;0;0;CORRECT SAMPLES_AFTER
1.28;1000000;10909;1000000;10909;0;0;CORRECT SAMPLES_AFTER
