RunTime;Expected samples;Samples;Expected Samples After;Samples After;Expected Samples Before;Samples Before;STATUS
0.001;10;0;10;0;0;0;CORRECT SAMPLES_AFTER
0.0;100;1;100;1;0;0;CORRECT SAMPLES_AFTER
0.002;768;3;256;3;512;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
0.0;110;1;100;1;10;0;CORRECT SAMPLES_BEFORE SAMPLES_AFTER
